pid;type;title;authors;mentors;source_title;published_date;url;doi;isbn;issn;eissn
biotechri:634;thesis;AAV vector based neonatal desensitization for the assessment of cell-replacement therapy for Parkinson’s disease;Pavicic, Iva;"Heuer, Andreas; ";;14.9.2021;https://urn.nsk.hr/urn:nbn:hr:193:454897;;;;
biotechri:803;thesis;Stress as a factor affecting aggregation of NPAS3 and other proteins related to mental illness;Bergman, Mihaela;Bradshaw, Nicholas;;28.7.2022;https://urn.nsk.hr/urn:nbn:hr:193:852173;;;;
biotechri:921;thesis;Development of an LC-MS/MS method for the assessment of the effect of spinal cord injury on dysbiosis and short-chain fatty acid quantity in rats;Soldatic, Karla;Reynolds, Christian Andrew;;28.6.2023;https://urn.nsk.hr/urn:nbn:hr:193:672323;;;;
biotechri:445;thesis;Newly produced mouse monoclonal antibody detects tissue-specific glycoforms of extracellular vesicle marker CD63 in mouse tissues;Krušic, Vedrana;Grabušic, Kristina;;19.6.2020;https://urn.nsk.hr/urn:nbn:hr:193:002624;;;;
pbf:3824;thesis;Impact of acute fish oil omega-3 polyunsaturated fatty acids supplementation on endurance exercise in trained cyclists;Srdic, Maša;Šatalic, Zvonimir;;30.9.2020;https://urn.nsk.hr/urn:nbn:hr:159:699754;;;;
pbf:147;thesis;Procišcavanje i karakterizacija novog fungalog ekstracelularnog enzima;Lešic, Tanja;Šantek, Božidar;;1.12.2016;https://urn.nsk.hr/urn:nbn:hr:159:929199;;;;
pbf:4202;thesis;Characterization of Nicotiana benthamiana subtilisin-like peptidases;Vrkic, Ana;Durgo, Ksenija;;30.9.2021;https://urn.nsk.hr/urn:nbn:hr:159:510496;;;;
pbf:3251;thesis;Karakterizacija i kultivacija knock-out sojeva bakterije Escherichia coli;Brkan, Katarina;Šantek, Božidar;;8.12.2017;https://urn.nsk.hr/urn:nbn:hr:159:750958;;;;
pbf:4084;thesis;Synthesis of mechanistic probes and mutational analysis of the sugar C4/C6 interactions in cytidine 5’-diphosphate-tyvelose 2-epimerase from Thermodesulfatator atlanticus;Merkaš, Magdalena;Slavica, Anita;;27.7.2021;https://urn.nsk.hr/urn:nbn:hr:159:652273;;;;
pbf:2599;thesis;"Karakterizacija i procjena kvalitete rakija ""Biska""";Rupert, Maja;Stanzer, Damir;;11.7.2017;https://urn.nsk.hr/urn:nbn:hr:159:627482;;;;
ptfos:1921;thesis;Biološko uklanjanje fosfora iz komunalne otpadne vode grada Trondheima;Zeko-Pivac, Andela;Habuda-Stanic, Mirna;;27.9.2019;https://urn.nsk.hr/urn:nbn:hr:109:209929;;;;
pbf:4201;thesis;Involvement of DNA sensors in different types of skin injury;Culjak, Klara;Mrša, Vladimir;;6.9.2021;https://urn.nsk.hr/urn:nbn:hr:159:257347;;;;
biotechri:773;thesis;In vitro development and regeneration of primary cortical cell cultures of the grey short-tailed opossum Monodelphis domestica;Mogorovic, Sara;Ban, Jelena;;26.9.2022;https://urn.nsk.hr/urn:nbn:hr:193:544591;;;;
biotechri:256;thesis;Utjecaj metilamina i infektivnih doza na ishod infekcije stanica Dictyostelium discoideum i Acanthamoeba catellanii s Francisella novicida;Ivek, Elena;Šantic, Marina;;14.9.2018;https://urn.nsk.hr/urn:nbn:hr:193:633896;;;;
biotechri:496;thesis;In vitro characterization of TNF-mediated programmed death in cells with optineurin deficiency;Dubaic, Karla;Munitic, Ivana;;16.9.2020;https://urn.nsk.hr/urn:nbn:hr:193:761888;;;;
pbf:4461;thesis;NOTCH pathway genes' analysis in multiple myeloma remission state;Dubovic, Arijana;Mrša, Vladimir;;11.7.2022;https://urn.nsk.hr/urn:nbn:hr:159:452907;;;;
pbf:3918;thesis;Expression optimization of ?-ketoglutarate dependent non-heme Fe(II) dioxygenases containing non-canonical amino acid in the facial triad;Smoljo, Josipa;Slavica, Anita;;30.4.2021;https://urn.nsk.hr/urn:nbn:hr:159:499801;;;;
pbf:3265;thesis;Improvement of plasmid stability in E. coli for industrial production;Vlahovic, Lukrecija;Šantek, Božidar;;26.10.2018;https://urn.nsk.hr/urn:nbn:hr:159:234166;;;;
pbf:4205;thesis;Production and characterization of different variants of Myriococcum thermophilum cellobiose dehydrogenase with the aim of improving cofactor binding and kinetic stability;Ilic, Mario;Rezic, Tonci;;4.2.2022;https://urn.nsk.hr/urn:nbn:hr:159:847876;;;;
agr:1929;thesis;Characterization of freshwater fish assemblages from small streams in the Sava river basin;Štefanac Šporcic, Petra;Piria, Marina;;29.9.2020;https://urn.nsk.hr/urn:nbn:hr:204:754747;;;;
biotechri:896;thesis;Expression and purification of mitophagy receptor BNIP3L/NIX;Erceg, Klara;Novak Nakir, Ivana;;26.9.2023;https://urn.nsk.hr/urn:nbn:hr:193:711313;;;;
agr:2759;thesis;Detection of QTL influencing mammary morphology in dairy sheep;Vrcan, Marko;"Džidic, Alen; ";;30.9.2022;https://urn.nsk.hr/urn:nbn:hr:204:234441;;;;
agr:1947;thesis;Analysis of short-term rainfall characteristics related to the pluvial floods in the city of Zagreb;Kovacic, Tena;Potocki, Kristina;;28.9.2020;https://urn.nsk.hr/urn:nbn:hr:204:680624;;;;
agr:2571;thesis;Effect of ozone treatment on strawberry pests;Puric, Lucija;Lemic, Darija;;22.9.2022;https://urn.nsk.hr/urn:nbn:hr:204:118458;;;;
pbf:4206;thesis;Immobilization of a whole cell catalyst for cellodextrin production;Cukelj, Iva;Slavica, Anita;;25.2.2022;https://urn.nsk.hr/urn:nbn:hr:159:343845;;;;
agr:2371;thesis;Effect of soil pH on common bean (Phaseolus vulgaris L.) sensitivity to simulated mesotrione residues;Pismarovic, Laura;Šcepanovic, Maja;;30.9.2021;https://urn.nsk.hr/urn:nbn:hr:204:136373;;;;
biotechri:888;thesis;CO-AGGREGATION OF THE PROTEINS TRIOBP-1 AND NDE1, AND THEIR RELEVANCE TO MENTAL ILLNESS;Hart, Anja;Bradshaw, Nicholas James;;27.9.2023;https://urn.nsk.hr/urn:nbn:hr:193:466940;;;;
agr:1993;thesis;Climate change resilience: the case of coffee growers in Costa Rica;Powlison Belkovic, Hannah;Njavro, Mario;;2.10.2020;https://urn.nsk.hr/urn:nbn:hr:204:879802;;;;
biotechri:368;thesis;Utjecaj klorpromazina na izražaj CD81 proteina u stanicnim linijama središnjeg živcanog sustava;Kauzlaric, Vedrana;"Grabušic, Kristina; Kuharic, Janja";;23.9.2019;https://urn.nsk.hr/urn:nbn:hr:193:312382;;;;
biotechri:895;thesis;Rare codon differences affect expression of the neurodevelopmental protein paralogs NDE1 and NDEL1;Kršanac, Matea;Bradshaw, Nicholas;;27.9.2023;https://urn.nsk.hr/urn:nbn:hr:193:006846;;;;
biotechri:908;thesis;Differentiation of acute and chronic exposure to METH on fAGEs accumulation and behavioral phenotypes;Klasan, Ana;Andretic Waldowski, Rozi;;27.9.2023;https://urn.nsk.hr/urn:nbn:hr:193:882355;;;;
pbf:4194;thesis;Production of glucose dehydrogenase/cytochrome chimeras by sortagging and characterization of FAD binding constants in GMC-oxidoreductases;Nikolic, Lorna;Rezic, Tonci;;29.9.2021;https://urn.nsk.hr/urn:nbn:hr:159:044091;;;;
pbf:3531;thesis;Agrobacterium-mediated transformation of flax (Linum usitatissimum L. cv. Sara) with the phaC1 gene;Talajic, Antea;Štafa, Anamarija;;5.6.2020;https://urn.nsk.hr/urn:nbn:hr:159:745826;;;;
agr:1907;thesis;Soil monitoring technologies on Internet of Things;Pužin, Miha;Zovko, Monika;;30.9.2020;https://urn.nsk.hr/urn:nbn:hr:204:848186;;;;
pbf:3247;thesis;New aspects of enzymes working in lignocellulose degradation;Hanžek, Marija;Šantek, Božidar;;8.12.2017;https://urn.nsk.hr/urn:nbn:hr:159:913919;;;;
pbf:3266;thesis;Cultivation and characterization of E. coli protein – secretion strains;Juric, Laura;Šantek, Božidar;;13.7.2018;https://urn.nsk.hr/urn:nbn:hr:159:400382;;;;
pbf:3618;thesis;Impact of two weeks pistachio supplementation on muscle recovery following downhill running;Ovcina, Ivana;"Šatalic, Zvonimir; Witard, Oliver";;22.7.2020;https://urn.nsk.hr/urn:nbn:hr:159:940373;;;;
agr:2422;thesis;Potential of bioash for removal of the herbicide terbuthylazine from the aquatic matrix;Maltašic, Gracijela;"Ondrašek, Gabrijel; ";;30.9.2021;https://urn.nsk.hr/urn:nbn:hr:204:383946;;;;
pbf:4195;thesis;Molekularne detekcijske probe specificne za Netrin-1 - novi biomarker za metastatski oblik raka dojke: od malih molekula do liposoma;Lukacevic, Tea;Mrša, Vladimir;;6.9.2021;https://urn.nsk.hr/urn:nbn:hr:159:840515;;;;
pbf:4382;thesis;Pozitivan ucinak C-terminalnog rigidnog linkera na imobilizaciju saharoze fosforilaze;Mikac, Ivan;Slavica, Anita;;30.9.2022;https://urn.nsk.hr/urn:nbn:hr:159:812823;;;;
pfos:3291;thesis;A comparison of accuracy of image recognition apps for identification of edible weed species;Grgic, Domagoj;Ravlic, Marija;;28.9.2023;https://urn.nsk.hr/urn:nbn:hr:151:866118;;;;
pfos:2861;thesis;TRADE LIMITATIONS OF TURKISH DRIED FRUITS EXPORT AND IMPORT TO CROATIA;Savic, Mislav;Sudaric, Tihana;;27.9.2022;https://urn.nsk.hr/urn:nbn:hr:151:192007;;;;
pbf:3437;thesis;Production and purification of chimeric enzymes and establishment of deflavination method;Koraj, Karlo;Šantek, Božidar;;12.12.2019;https://urn.nsk.hr/urn:nbn:hr:159:088556;;;;
pfos:3200;thesis;Vrste i ljekovita svojstva roda Aloe;Hederic, Ines;Ravnjak, Boris;;22.9.2023;https://urn.nsk.hr/urn:nbn:hr:151:438232;;;;
pbf:3821;thesis;Regulation of the urokinase-type plasminogen activator system in mammalian cell lines;Marinic, Laura;Matulic, Maja;;21.9.2020;https://urn.nsk.hr/urn:nbn:hr:159:592804;;;;
agr:1415;thesis;Use and application of Rna interference in plant protection: Case study on Western Corn Rootworm;Trcak, Mihaela;Bažok, Renata;;27.9.2019;https://urn.nsk.hr/urn:nbn:hr:204:649403;;;;
biotechri:234;thesis;Ispitivanje uloge L-tipa Kriptokoroma na cirkalunarno i svjetlom uvjetovano ponašanje u morskom koluticavom crvu Platynereis dumerilii;Rodin, Barbara;"Tessmar-Raible, Kristin; Andretic Waldowski, Rozi";;28.9.2018;https://urn.nsk.hr/urn:nbn:hr:193:700539;;;;
biotechri:887;thesis;Introduction of quantitative PCR for determination of the number of newly synthesized MCMV;Belužic, Ema;Karleuša, Ljerka;;26.9.2023;https://urn.nsk.hr/urn:nbn:hr:193:516926;;;;
biotechri:767;thesis;Connection between microbiome and neurodegenerative diseases: how microbiota-derived prions can affect development of Alzheimer’s disease;Tic, Iva;"Sanchez de Groot, Natalia; ";;26.9.2022;https://urn.nsk.hr/urn:nbn:hr:193:119946;;;;
biotechri:916;thesis;Tandem mass spectrometry in combination with ion mobility for characterization of cardiolipin molecular diversity;Novak, Angelo;Reynolds, Christian Andrew;;27.9.2023;https://urn.nsk.hr/urn:nbn:hr:193:206376;;;;
pbf:3422;thesis;Development of methods for genetic manipulation of bacteria from order Bacillales;Vološen, Tomislav;Slavica, Anita;;24.9.2019;https://urn.nsk.hr/urn:nbn:hr:159:455900;;;;
pbf:4450;thesis;Reduction of carbon footprint of meals in Sisak elementary schools;Kreš, Patricija;Gajdoš Kljusuric, Jasenka;;31.3.2023;https://urn.nsk.hr/urn:nbn:hr:159:227070;;;;
pbf:4085;thesis;Genetic manipulations of Serratia marcescens with a goal of industrial application;Kozaric, Marta;Šantek, Božidar;;1.9.2021;https://urn.nsk.hr/urn:nbn:hr:159:274300;;;;
pbf:3329;thesis;Impact of westernisation and industrialisation on traditional African and Mediterranean diet pattern and health;Oghotomo, Joyce Ejiroghene;Colic Baric, Irena;;8.12.2017;https://urn.nsk.hr/urn:nbn:hr:159:435307;;;;
biotechri:255;thesis;Kromatografska izolacija izvanstanicnih vezikula iz cerebrospinalne tekucine bolesnika s teškom ozljedom mozga;Krapic, Mia;Grabušic, Kristina;;27.9.2018;https://urn.nsk.hr/urn:nbn:hr:193:633677;;;;
pbf:278;thesis;Proizvodnja bioetanola iz lignoceluloznog otpada s pomocu fungalnih ko-kultura;Kacar, Dina;Slavica, Anita;;26.10.2016;https://urn.nsk.hr/urn:nbn:hr:159:605740;;;;
biotechri:901;thesis;Genetic ablation of ADAR1, ADAR2 and ADAR3 using CRISPR/Cas9 technology;Ivaniševic, Vlatka;Jurak, Igor;;26.9.2023;https://urn.nsk.hr/urn:nbn:hr:193:824687;;;;
biotechri:913;thesis;The EH domain of EHD3 is required, but not sufficient, to cause its aggregation;Ukic, Ema;Bradshaw, Nicholas;;27.9.2023;https://urn.nsk.hr/urn:nbn:hr:193:134090;;;;
agr:2884;thesis;Application of biostimulants on waterlogged cabbage to improve uptake of nutrients;Buga, Nadya Alexandra;Petek, Marko;;14.7.2023;https://urn.nsk.hr/urn:nbn:hr:204:990221;;;;
pbf:2706;thesis;Antioksidacijska aktivnost zelene salate;Markovic, Ivana;Rimac Brncic, Suzana;;20.7.2017;https://urn.nsk.hr/urn:nbn:hr:159:556005;;;;
biotechri:460;thesis;Cell-type specific glycosylation patterns of mouse CD63 detected by newly produced mouse monoclonal antibodies;Žarkovic, Nina;"Grabušic, Kristina; ";;23.7.2020;https://urn.nsk.hr/urn:nbn:hr:193:491332;;;;
biotechri:619;thesis;Application of nanotechnologies for quantification measurement of nanoparticles from human cerebrospinal fluid: comparison of atomic force microscopy and tunable resistive pulse sensing;Vidovic, Ivona;"Malenica, Mladenka; ";;1.9.2021;https://urn.nsk.hr/urn:nbn:hr:193:956840;;;;
ptfos:1929;thesis;Biološko uklanjanje dušika iz komunalne otpadne vode grada Trondheima;Tutic, Ana;Habuda-Stanic, Mirna;;27.9.2019;https://urn.nsk.hr/urn:nbn:hr:109:804400;;;;
agr:902;thesis;Mosses as a bioindicator of heavy metal pollution;Bogdan, Sven;Zovko, Monika;;8.6.2018;https://urn.nsk.hr/urn:nbn:hr:204:594117;;;;
pbf:4200;thesis;Application of lactic acid bacteria for development of innovative potato protein-based yogurt alternatives;Crnko-Kovac, Kristina;Novak, Jasna;;27.9.2021;https://urn.nsk.hr/urn:nbn:hr:159:269718;;;;
pbf:253;thesis;Biokemijska i fizikalna analiza stanicne stijenke kvasca;Zeljko, Danijela;Mrša, Vladimir;;11.10.2016;https://urn.nsk.hr/urn:nbn:hr:159:788910;;;;
agr:2784;thesis;Carbon Preservation and Sequestration in Agricultural Soils;Ivic, Lara;Kisic, Ivica;;23.11.2022;https://urn.nsk.hr/urn:nbn:hr:204:399595;;;;
pfos:3276;thesis;THE POSSIBILITY OF BIOGASS PRODUCTION FROM Chlorella ALGAE;Magdic, Lucija;Stipeševic, Bojan;;30.9.2023;https://urn.nsk.hr/urn:nbn:hr:151:625324;;;;
pbf:4631;thesis;Human thymus development and aging;Ladan, Paola;Mrša, Vladimir;;11.7.2022;https://urn.nsk.hr/urn:nbn:hr:159:817889;;;;
pbf:4664;thesis;Assessment of oxygen profile of fungal pellets considering micromorphologyv;Milicevic, Karla;Šantek, Božidar;;2.11.2022;https://urn.nsk.hr/urn:nbn:hr:159:314898;;;;
pbf:4693;thesis;Role of GPR109A in psoriasis;Leko, Lucija;Stuparevic, Igor;;3.7.2023;https://urn.nsk.hr/urn:nbn:hr:159:730726;;;;
